,TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,MRG,REGULARITY,CHURN
30277,K > 24 month,2100.0,5.0,2100.0,700.0,8.0,3.0,108.0,NO,39,0
30278,K > 24 month,3100.0,8.0,2855.0,952.0,14.0,1.0,2316.0,NO,41,0
30279,K > 24 month,800.0,3.0,800.0,267.0,3.0,1033.0,2.0,NO,10,0
30280,I 18-21 month,1500.0,1.0,2190.0,730.0,3.0,5697.0,4.0,NO,54,0
30281,K > 24 month,4650.0,15.0,4859.0,1620.0,17.0,2360.0,6.0,NO,59,0
30282,K > 24 month,3400.0,7.0,3391.0,1130.0,8.0,3066.0,0.0,NO,33,0
30283,K > 24 month,1200.0,4.0,1200.0,400.0,4.0,0.0,86.0,NO,60,0
30284,K > 24 month,12500.0,25.0,12500.0,4167.0,25.0,411.0,4872.0,NO,53,0
30285,K > 24 month,4650.0,7.0,4466.0,1489.0,9.0,1.0,269.0,NO,59,0
30286,K > 24 month,17100.0,32.0,17876.0,5959.0,37.0,10118.0,191.0,NO,62,0
30287,K > 24 month,1950.0,4.0,2231.0,744.0,5.0,0.0,50.0,NO,4,0
30288,K > 24 month,6500.0,13.0,7011.0,2337.0,15.0,1516.0,2.0,NO,48,0
30289,K > 24 month,1100.0,5.0,1102.0,367.0,5.0,1.0,3.0,NO,17,0
30290,K > 24 month,500.0,1.0,499.0,166.0,1.0,50.0,26.0,NO,10,0
30291,K > 24 month,9000.0,8.0,8998.0,2999.0,11.0,50.0,203.0,NO,52,0
30292,K > 24 month,1900.0,4.0,1950.0,650.0,15.0,1.0,13.0,NO,32,0
30293,K > 24 month,3900.0,9.0,3900.0,1300.0,12.0,0.0,152.0,NO,62,0
30294,K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,11.0,NO,13,0
30295,K > 24 month,6800.0,24.0,6799.0,2266.0,27.0,383.0,759.0,NO,56,0
30296,K > 24 month,4700.0,10.0,4703.0,1568.0,15.0,5458.0,2.0,NO,52,0
30297,K > 24 month,200.0,1.0,200.0,67.0,2.0,0.0,2.0,NO,26,0
30298,K > 24 month,600.0,4.0,542.0,181.0,6.0,32.0,0.0,NO,13,0
30299,K > 24 month,400.0,2.0,401.0,134.0,2.0,0.0,50.0,NO,51,0
30300,K > 24 month,1000.0,1.0,1000.0,333.0,2.0,124.0,0.0,NO,7,0
30301,K > 24 month,600.0,2.0,601.0,200.0,13.0,0.0,10.0,NO,33,0
30302,K > 24 month,3600.0,13.0,3580.0,1193.0,16.0,3607.0,6.0,NO,37,0
30303,K > 24 month,2000.0,1.0,2000.0,667.0,1.0,956.0,7.0,NO,35,0
30304,K > 24 month,1800.0,7.0,1791.0,597.0,8.0,544.0,9.0,NO,18,0
30305,K > 24 month,1450.0,3.0,909.0,303.0,5.0,3.0,1.0,NO,60,0
30306,K > 24 month,9000.0,14.0,10208.0,3403.0,21.0,16803.0,16.0,NO,43,0
30307,K > 24 month,13900.0,39.0,13055.0,4352.0,44.0,405.0,4064.0,NO,60,0
30308,K > 24 month,3450.0,12.0,3451.0,1150.0,21.0,0.0,77.0,NO,35,0
30309,K > 24 month,3500.0,6.0,2431.0,810.0,11.0,13.0,58.0,NO,22,0
30310,K > 24 month,22300.0,40.0,23301.0,7767.0,46.0,4522.0,314.0,NO,62,0
30311,K > 24 month,3600.0,11.0,3677.0,1226.0,14.0,223.0,3.0,NO,23,0
30312,K > 24 month,2000.0,3.0,1981.0,660.0,3.0,711.0,1.0,NO,20,0
30313,K > 24 month,4500.0,6.0,4498.0,1499.0,11.0,8921.0,0.0,NO,42,0
30314,K > 24 month,5850.0,7.0,5851.0,1950.0,10.0,11206.0,684.0,NO,62,0
30315,K > 24 month,3000.0,3.0,2990.0,997.0,5.0,3836.0,0.0,NO,44,0
30316,K > 24 month,400.0,2.0,395.0,132.0,2.0,0.0,10.0,NO,22,0
30317,K > 24 month,2000.0,4.0,2000.0,667.0,4.0,0.0,48.0,NO,48,0
30318,K > 24 month,9000.0,18.0,9000.0,3000.0,20.0,0.0,264.0,NO,58,0
30319,K > 24 month,10900.0,20.0,10319.0,3440.0,37.0,1.0,3016.0,NO,62,0
30320,K > 24 month,1000.0,2.0,991.0,330.0,4.0,30.0,2.0,NO,18,0
30321,K > 24 month,1600.0,3.0,1599.0,533.0,3.0,0.0,10.0,NO,16,0
30322,K > 24 month,200.0,1.0,198.0,66.0,1.0,0.0,11.0,NO,33,0
30323,K > 24 month,3000.0,3.0,3003.0,1001.0,6.0,2317.0,6.0,NO,62,0
30324,K > 24 month,1800.0,6.0,1800.0,600.0,6.0,0.0,40.0,NO,62,0
30325,K > 24 month,19200.0,20.0,20241.0,6747.0,30.0,64792.0,12.0,NO,61,0
30326,K > 24 month,5500.0,25.0,5300.0,1767.0,26.0,717.0,2040.0,NO,37,0
30327,K > 24 month,5500.0,11.0,5223.0,1741.0,16.0,46.0,60.0,NO,52,0
30328,K > 24 month,15150.0,39.0,15654.0,5218.0,42.0,15093.0,19.0,NO,61,0
30329,K > 24 month,3400.0,6.0,3399.0,1133.0,7.0,6.0,13.0,NO,11,0
30330,K > 24 month,8600.0,11.0,9080.0,3027.0,13.0,24331.0,0.0,NO,58,0
30331,K > 24 month,6400.0,25.0,6186.0,2062.0,26.0,586.0,1272.0,NO,50,0
30332,K > 24 month,3000.0,1.0,3000.0,1000.0,1.0,970.0,378.0,NO,62,0
30333,K > 24 month,3200.0,11.0,3302.0,1101.0,20.0,301.0,40.0,NO,61,0
30334,I 18-21 month,2100.0,6.0,2111.0,704.0,8.0,61.0,296.0,NO,22,0
30335,K > 24 month,3400.0,7.0,3381.0,1127.0,12.0,5385.0,3.0,NO,35,0
30336,I 18-21 month,4700.0,13.0,4700.0,1567.0,13.0,0.0,132.0,NO,41,0
30337,K > 24 month,21000.0,39.0,21000.0,7000.0,39.0,5.0,60.0,NO,62,0
30338,K > 24 month,9600.0,15.0,10600.0,3533.0,25.0,4013.0,85.0,NO,61,0
30339,K > 24 month,12300.0,62.0,12064.0,4021.0,58.0,4319.0,1762.0,NO,57,0
30340,K > 24 month,13500.0,21.0,14501.0,4834.0,27.0,18729.0,350.0,NO,56,0
30341,K > 24 month,6000.0,15.0,5986.0,1995.0,17.0,1516.0,1099.0,NO,54,0
30342,K > 24 month,1150.0,5.0,1349.0,450.0,6.0,0.0,433.0,NO,46,0
30343,K > 24 month,7550.0,19.0,8056.0,2685.0,23.0,8840.0,5.0,NO,3,0
30344,K > 24 month,5100.0,9.0,5380.0,1793.0,11.0,1.0,47.0,NO,28,0
30345,K > 24 month,4800.0,12.0,4798.0,1599.0,18.0,10.0,1640.0,NO,35,0
30346,K > 24 month,1000.0,2.0,1001.0,334.0,3.0,0.0,20.0,NO,21,0
30347,K > 24 month,13200.0,15.0,13203.0,4401.0,16.0,62666.0,1.0,NO,62,0
30348,K > 24 month,5400.0,14.0,5500.0,1833.0,26.0,2780.0,15.0,NO,53,0
30349,K > 24 month,3800.0,12.0,3798.0,1266.0,13.0,905.0,4.0,NO,56,0
30350,K > 24 month,6200.0,13.0,6701.0,2234.0,23.0,11600.0,7.0,NO,62,0
30351,K > 24 month,1200.0,3.0,1210.0,403.0,5.0,153.0,0.0,NO,27,0
30352,K > 24 month,10400.0,27.0,11220.0,3740.0,31.0,10432.0,1203.0,NO,52,0
30353,K > 24 month,8950.0,33.0,9128.0,3043.0,38.0,6320.0,12.0,NO,62,0
30354,K > 24 month,10700.0,11.0,11236.0,3745.0,21.0,15658.0,23.0,NO,44,0
30355,K > 24 month,8300.0,23.0,8535.0,2845.0,31.0,381.0,942.0,NO,60,0
30356,K > 24 month,15000.0,5.0,15000.0,5000.0,5.0,989.0,100.0,NO,42,0
30357,K > 24 month,5500.0,11.0,5890.0,1963.0,12.0,12715.0,3.0,NO,62,0
30358,K > 24 month,4000.0,7.0,3992.0,1331.0,9.0,9911.0,1.0,NO,14,0
30359,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,1.0,NO,3,0
30360,K > 24 month,15900.0,32.0,15900.0,5300.0,32.0,1.0,4317.0,NO,62,0
30361,K > 24 month,2100.0,10.0,2299.0,766.0,11.0,0.0,214.0,NO,51,0
30362,K > 24 month,5800.0,11.0,6700.0,2233.0,15.0,6328.0,551.0,NO,62,0
30363,K > 24 month,500.0,1.0,493.0,164.0,1.0,0.0,7.0,NO,16,0
30364,K > 24 month,1800.0,4.0,1800.0,600.0,4.0,0.0,58.0,NO,51,0
30365,K > 24 month,3000.0,6.0,2960.0,987.0,7.0,5722.0,27.0,NO,29,0
30366,K > 24 month,1500.0,3.0,700.0,233.0,3.0,0.0,85.0,NO,43,0
30367,K > 24 month,500.0,1.0,501.0,167.0,2.0,0.0,3.0,NO,58,0
30368,K > 24 month,8100.0,32.0,7753.0,2584.0,36.0,0.0,2183.0,NO,61,0
30369,K > 24 month,2150.0,14.0,1998.0,666.0,13.0,77.0,22.0,NO,37,0
30370,K > 24 month,600.0,2.0,582.0,194.0,2.0,0.0,3.0,NO,5,0
30371,K > 24 month,9100.0,19.0,9000.0,3000.0,22.0,141.0,30.0,NO,37,0
30372,K > 24 month,4100.0,17.0,4448.0,1483.0,21.0,0.0,43.0,NO,45,0
30373,K > 24 month,2500.0,5.0,3001.0,1000.0,7.0,0.0,104.0,NO,29,0
30374,K > 24 month,1200.0,3.0,1194.0,398.0,3.0,108.0,3.0,NO,7,0
30375,K > 24 month,4400.0,11.0,4399.0,1466.0,12.0,5.0,274.0,NO,33,0
30376,K > 24 month,15000.0,32.0,14498.0,4833.0,42.0,2542.0,5.0,NO,59,0
30377,K > 24 month,8100.0,38.0,6724.0,2241.0,41.0,2085.0,51.0,NO,60,0
30378,K > 24 month,900.0,4.0,929.0,310.0,4.0,1382.0,2.0,NO,19,0
30379,H 15-18 month,9000.0,14.0,8970.0,2990.0,20.0,18900.0,1.0,NO,59,0
30380,K > 24 month,3400.0,15.0,3500.0,1167.0,18.0,0.0,13.0,NO,60,0
30381,K > 24 month,20600.0,44.0,19992.0,6664.0,43.0,0.0,509.0,NO,58,0
30382,K > 24 month,3200.0,8.0,3100.0,1033.0,8.0,0.0,35.0,NO,36,0
30383,K > 24 month,1100.0,3.0,1097.0,366.0,3.0,4.0,38.0,NO,45,0
30384,K > 24 month,3500.0,6.0,3499.0,1166.0,6.0,0.0,101.0,NO,57,0
30385,K > 24 month,900.0,3.0,900.0,300.0,3.0,0.0,53.0,NO,7,0
30386,K > 24 month,1900.0,7.0,1703.0,568.0,8.0,1.0,224.0,NO,41,0
30387,K > 24 month,11500.0,13.0,11469.0,3823.0,15.0,21025.0,13.0,NO,62,0
30388,K > 24 month,1800.0,7.0,1782.0,594.0,16.0,95.0,41.0,NO,58,0
30389,K > 24 month,2000.0,3.0,1998.0,666.0,7.0,2051.0,8.0,NO,24,0
30390,K > 24 month,4450.0,12.0,4119.0,1373.0,11.0,1.0,52.0,NO,52,0
30391,K > 24 month,20550.0,55.0,20549.0,6850.0,67.0,887.0,210.0,NO,60,0
30392,K > 24 month,10300.0,22.0,10885.0,3628.0,23.0,422.0,581.0,NO,55,0
30393,K > 24 month,14000.0,46.0,13932.0,4644.0,45.0,977.0,8025.0,NO,62,0
30394,K > 24 month,7100.0,8.0,7008.0,2336.0,9.0,7067.0,669.0,NO,62,0
30395,K > 24 month,600.0,3.0,600.0,200.0,3.0,0.0,320.0,NO,49,0
30396,F 9-12 month,4100.0,16.0,4205.0,1402.0,22.0,2033.0,11.0,NO,27,0
30397,K > 24 month,20400.0,60.0,18823.0,6274.0,73.0,1128.0,8562.0,NO,62,0
30398,K > 24 month,2300.0,10.0,2390.0,797.0,11.0,3576.0,1.0,NO,43,0
30399,K > 24 month,500.0,1.0,500.0,167.0,1.0,4.0,0.0,NO,2,0
30400,K > 24 month,14600.0,43.0,14850.0,4950.0,47.0,59.0,223.0,NO,55,0
30401,K > 24 month,4000.0,7.0,3511.0,1170.0,14.0,2934.0,1.0,NO,49,0
30402,K > 24 month,13300.0,26.0,13300.0,4433.0,25.0,0.0,71.0,NO,48,0
30403,K > 24 month,8100.0,19.0,7898.0,2633.0,22.0,0.0,552.0,NO,55,0
30404,K > 24 month,3000.0,4.0,3000.0,1000.0,4.0,0.0,83.0,NO,57,0
30405,K > 24 month,25000.0,41.0,26511.0,8837.0,47.0,167.0,462.0,NO,59,0
30406,K > 24 month,2500.0,5.0,2488.0,829.0,6.0,3185.0,1.0,NO,48,0
30407,K > 24 month,5600.0,18.0,5994.0,1998.0,28.0,7081.0,306.0,NO,31,0
30408,K > 24 month,7850.0,16.0,7903.0,2634.0,17.0,2952.0,243.0,NO,27,0
30409,K > 24 month,18700.0,59.0,18421.0,6140.0,61.0,3267.0,5009.0,NO,61,0
30410,K > 24 month,2350.0,8.0,2352.0,784.0,11.0,0.0,86.0,NO,54,0
30411,K > 24 month,2500.0,5.0,2500.0,833.0,5.0,2.0,2.0,NO,36,0
30412,K > 24 month,9600.0,22.0,10346.0,3449.0,39.0,6324.0,7.0,NO,62,0
30413,K > 24 month,7850.0,17.0,7775.0,2592.0,18.0,22.0,448.0,NO,56,0
30414,K > 24 month,10800.0,20.0,11290.0,3763.0,23.0,7340.0,76.0,NO,61,0
30415,K > 24 month,4500.0,7.0,4503.0,1501.0,11.0,1028.0,72.0,NO,60,0
30416,K > 24 month,3000.0,6.0,3000.0,1000.0,6.0,0.0,178.0,NO,44,0
30417,K > 24 month,5500.0,8.0,6340.0,2113.0,20.0,0.0,36.0,NO,61,0
30418,K > 24 month,2400.0,11.0,2400.0,800.0,11.0,0.0,17.0,NO,57,0
30419,K > 24 month,1500.0,3.0,1827.0,609.0,11.0,0.0,2.0,NO,25,0
30420,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,49.0,NO,31,0
30421,K > 24 month,2000.0,3.0,2501.0,834.0,5.0,1059.0,22.0,NO,28,0
30422,K > 24 month,15250.0,42.0,15537.0,5179.0,50.0,540.0,9.0,NO,44,0
30423,K > 24 month,350.0,2.0,261.0,87.0,2.0,51.0,7.0,NO,37,0
30424,K > 24 month,1700.0,8.0,1700.0,567.0,12.0,130.0,27.0,NO,50,0
30425,K > 24 month,7700.0,16.0,7701.0,2567.0,16.0,0.0,118.0,NO,39,0
30426,K > 24 month,600.0,3.0,800.0,267.0,4.0,0.0,26.0,NO,41,0
30427,K > 24 month,8800.0,16.0,9297.0,3099.0,29.0,8630.0,9.0,NO,62,0
30428,K > 24 month,1300.0,5.0,1300.0,433.0,7.0,0.0,14.0,NO,19,0
30429,K > 24 month,13500.0,25.0,13500.0,4500.0,25.0,1045.0,82.0,NO,59,0
30430,J 21-24 month,3550.0,10.0,3549.0,1183.0,14.0,364.0,64.0,NO,50,0
30431,K > 24 month,5500.0,11.0,5502.0,1834.0,13.0,27.0,40.0,NO,39,0
30432,K > 24 month,8500.0,12.0,8983.0,2994.0,17.0,16239.0,6.0,NO,56,0
30433,K > 24 month,2500.0,5.0,2500.0,833.0,5.0,0.0,90.0,NO,46,0
30434,K > 24 month,3900.0,19.0,3834.0,1278.0,29.0,0.0,31.0,NO,61,0
30435,K > 24 month,7000.0,11.0,7500.0,2500.0,11.0,400.0,628.0,NO,59,0
30436,K > 24 month,4550.0,11.0,4631.0,1544.0,16.0,6.0,25.0,NO,48,0
30437,K > 24 month,52750.0,73.0,54850.0,18283.0,75.0,0.0,473.0,NO,62,0
30438,K > 24 month,3450.0,11.0,3449.0,1150.0,13.0,0.0,1113.0,NO,35,0
30439,K > 24 month,10500.0,11.0,11506.0,3835.0,14.0,41450.0,3.0,NO,30,0
30440,K > 24 month,5500.0,11.0,5500.0,1833.0,11.0,0.0,48.0,NO,60,0
30441,K > 24 month,2000.0,2.0,1985.0,662.0,3.0,1818.0,10.0,NO,58,0
30442,K > 24 month,400.0,2.0,146.0,49.0,3.0,0.0,0.0,NO,33,0
30443,K > 24 month,5300.0,9.0,5489.0,1830.0,14.0,3521.0,99.0,NO,61,0
30444,K > 24 month,5500.0,8.0,5501.0,1834.0,9.0,0.0,6.0,NO,20,0
30445,K > 24 month,15200.0,34.0,14715.0,4905.0,38.0,528.0,429.0,NO,62,0
30446,K > 24 month,7500.0,13.0,7501.0,2500.0,15.0,16.0,578.0,NO,59,0
30447,K > 24 month,13500.0,14.0,14500.0,4833.0,15.0,0.0,250.0,NO,61,0
30448,K > 24 month,13700.0,32.0,14001.0,4667.0,40.0,5332.0,120.0,NO,61,0
30449,K > 24 month,2750.0,6.0,2763.0,921.0,6.0,296.0,5.0,NO,20,0
30450,K > 24 month,4500.0,21.0,4699.0,1566.0,24.0,31.0,3144.0,NO,42,0
30451,K > 24 month,3700.0,17.0,3701.0,1234.0,18.0,448.0,104.0,NO,41,0
30452,K > 24 month,3600.0,16.0,3704.0,1235.0,26.0,421.0,69.0,NO,49,0
30453,K > 24 month,1500.0,2.0,1501.0,500.0,3.0,0.0,4.0,NO,51,0
30454,K > 24 month,19500.0,22.0,20498.0,6833.0,24.0,29921.0,0.0,NO,57,0
30455,K > 24 month,10750.0,39.0,11051.0,3684.0,43.0,7.0,5331.0,NO,62,0
30456,K > 24 month,20000.0,37.0,20498.0,6833.0,40.0,256.0,76.0,NO,62,0
30457,K > 24 month,12400.0,21.0,13602.0,4534.0,34.0,8355.0,103.0,NO,62,0
30458,K > 24 month,6350.0,13.0,6360.0,2120.0,17.0,22.0,185.0,NO,59,0
30459,K > 24 month,3000.0,5.0,3500.0,1167.0,8.0,187.0,70.0,NO,27,0
30460,K > 24 month,11350.0,42.0,11368.0,3789.0,49.0,12277.0,22.0,NO,61,0
30461,K > 24 month,21750.0,65.0,23600.0,7867.0,66.0,239.0,945.0,NO,62,0
30462,K > 24 month,5600.0,10.0,5591.0,1864.0,12.0,634.0,43.0,NO,38,0
30463,G 12-15 month,500.0,1.0,504.0,168.0,2.0,4.0,4.0,NO,20,0
30464,K > 24 month,250.0,1.0,249.0,83.0,3.0,1.0,138.0,NO,12,0
30465,K > 24 month,4500.0,9.0,4499.0,1500.0,9.0,0.0,175.0,NO,32,0
30466,G 12-15 month,500.0,1.0,500.0,167.0,1.0,0.0,27.0,NO,30,0
30467,K > 24 month,1200.0,3.0,1200.0,400.0,4.0,30.0,0.0,NO,2,0
30468,K > 24 month,3300.0,6.0,3302.0,1101.0,7.0,6415.0,15.0,NO,32,0
30469,K > 24 month,16150.0,53.0,16401.0,5467.0,63.0,130.0,5729.0,NO,62,0
30470,K > 24 month,35500.0,52.0,35500.0,11833.0,50.0,48004.0,349.0,NO,62,0
30471,I 18-21 month,2000.0,14.0,2200.0,733.0,19.0,2354.0,0.0,NO,40,0
30472,K > 24 month,750.0,2.0,752.0,251.0,3.0,249.0,19.0,NO,47,0
30473,K > 24 month,450.0,3.0,425.0,142.0,4.0,0.0,3.0,NO,58,0
30474,K > 24 month,4500.0,9.0,4500.0,1500.0,9.0,362.0,88.0,NO,22,0
30475,K > 24 month,200.0,1.0,200.0,67.0,2.0,3.0,0.0,NO,20,0
30476,K > 24 month,9850.0,28.0,10288.0,3429.0,30.0,14.0,662.0,NO,53,0
30477,K > 24 month,3400.0,27.0,3356.0,1119.0,29.0,155.0,0.0,NO,46,0
30478,K > 24 month,2000.0,4.0,2000.0,667.0,4.0,0.0,33.0,NO,36,0
30479,K > 24 month,1000.0,1.0,1000.0,333.0,1.0,0.0,40.0,NO,23,0
30480,K > 24 month,1950.0,7.0,1900.0,633.0,7.0,1442.0,121.0,NO,31,0
30481,K > 24 month,600.0,1.0,600.0,200.0,1.0,0.0,152.0,NO,8,0
30482,K > 24 month,700.0,2.0,633.0,211.0,4.0,0.0,1.0,NO,10,0
30483,K > 24 month,2000.0,4.0,2000.0,667.0,4.0,0.0,20.0,NO,29,0
30484,K > 24 month,4400.0,15.0,4150.0,1383.0,18.0,0.0,1134.0,NO,58,0
30485,K > 24 month,4000.0,7.0,4000.0,1333.0,7.0,0.0,12.0,NO,36,0
30486,K > 24 month,9500.0,3.0,9348.0,3116.0,12.0,64.0,234.0,NO,53,0
30487,K > 24 month,2600.0,10.0,2282.0,761.0,12.0,0.0,1756.0,NO,32,0
30488,K > 24 month,14000.0,18.0,12750.0,4250.0,38.0,3317.0,331.0,NO,60,0
30489,K > 24 month,18500.0,32.0,18507.0,6169.0,46.0,27168.0,46.0,NO,62,0
30490,K > 24 month,3000.0,3.0,2990.0,997.0,4.0,4453.0,1.0,NO,54,0
30491,K > 24 month,6100.0,26.0,6286.0,2095.0,29.0,960.0,212.0,NO,57,0
30492,K > 24 month,6900.0,20.0,6901.0,2300.0,31.0,238.0,1538.0,NO,56,0
30493,K > 24 month,3300.0,7.0,2904.0,968.0,10.0,0.0,30.0,NO,62,0
30494,K > 24 month,40500.0,34.0,38500.0,12833.0,38.0,0.0,145.0,NO,62,0
30495,K > 24 month,2900.0,22.0,3103.0,1034.0,30.0,2631.0,5.0,NO,45,0
30496,K > 24 month,5200.0,7.0,5197.0,1732.0,8.0,476.0,104.0,NO,12,0
30497,K > 24 month,9400.0,16.0,9700.0,3233.0,18.0,0.0,16.0,NO,52,0
30498,K > 24 month,2900.0,22.0,2743.0,914.0,21.0,2082.0,22.0,NO,37,0
30499,K > 24 month,500.0,4.0,499.0,166.0,6.0,243.0,81.0,NO,27,0
30500,K > 24 month,4200.0,9.0,4700.0,1567.0,10.0,0.0,217.0,NO,60,0
30501,K > 24 month,5500.0,14.0,5482.0,1827.0,20.0,12461.0,18.0,NO,60,0
30502,K > 24 month,5900.0,17.0,7130.0,2377.0,22.0,13694.0,1.0,NO,62,0
30503,K > 24 month,7700.0,15.0,7701.0,2567.0,21.0,0.0,112.0,NO,53,0
30504,K > 24 month,600.0,2.0,590.0,197.0,2.0,3329.0,8.0,NO,26,0
30505,K > 24 month,16500.0,12.0,16512.0,5504.0,20.0,48228.0,668.0,NO,60,0
30506,K > 24 month,500.0,1.0,490.0,163.0,1.0,1307.0,15.0,NO,11,0
30507,K > 24 month,11000.0,3.0,14000.0,4667.0,14.0,4067.0,532.0,NO,62,0
30508,K > 24 month,11500.0,40.0,10701.0,3567.0,46.0,189.0,3035.0,NO,60,0
30509,K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,1.0,NO,10,0
30510,K > 24 month,7700.0,7.0,7702.0,2567.0,8.0,11893.0,118.0,NO,62,0
30511,K > 24 month,7500.0,15.0,8000.0,2667.0,22.0,5967.0,47.0,NO,54,0
30512,K > 24 month,2200.0,6.0,2201.0,734.0,11.0,2.0,0.0,NO,19,0
30513,K > 24 month,15300.0,29.0,14800.0,4933.0,30.0,578.0,59.0,NO,54,0
30514,K > 24 month,7400.0,21.0,6912.0,2304.0,20.0,504.0,78.0,NO,62,0
30515,K > 24 month,5000.0,7.0,5002.0,1667.0,11.0,11041.0,0.0,NO,44,0
30516,K > 24 month,4800.0,18.0,4903.0,1634.0,21.0,1081.0,319.0,NO,57,0
30517,K > 24 month,19750.0,23.0,20249.0,6750.0,33.0,24954.0,1170.0,NO,62,0
30518,K > 24 month,16300.0,44.0,16139.0,5380.0,74.0,25368.0,1.0,NO,62,0
30519,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,33.0,NO,8,0
30520,K > 24 month,6050.0,8.0,6050.0,2017.0,8.0,29.0,546.0,NO,58,0
30521,K > 24 month,3500.0,6.0,3489.0,1163.0,8.0,3742.0,6.0,NO,53,0
30522,K > 24 month,10100.0,18.0,11102.0,3701.0,20.0,42.0,925.0,NO,62,0
30523,K > 24 month,7700.0,16.0,8004.0,2668.0,17.0,0.0,165.0,NO,59,0
30524,K > 24 month,1500.0,2.0,1482.0,494.0,3.0,564.0,7.0,NO,61,0
30525,K > 24 month,10000.0,18.0,10001.0,3334.0,17.0,18.0,98.0,NO,44,0
30526,K > 24 month,7950.0,48.0,7814.0,2605.0,56.0,9147.0,3.0,NO,62,0
30527,K > 24 month,9650.0,12.0,9384.0,3128.0,16.0,475.0,177.0,NO,62,0
30528,K > 24 month,300.0,2.0,300.0,100.0,3.0,471.0,8.0,NO,17,0
30529,K > 24 month,4400.0,10.0,4400.0,1467.0,10.0,65.0,93.0,NO,28,0
30530,G 12-15 month,7400.0,16.0,6254.0,2085.0,16.0,0.0,315.0,NO,62,0
30531,K > 24 month,4000.0,7.0,3990.0,1330.0,14.0,3777.0,1.0,NO,21,0
30532,K > 24 month,5700.0,43.0,6187.0,2062.0,51.0,4549.0,7.0,NO,48,0
30533,K > 24 month,100.0,1.0,100.0,33.0,2.0,0.0,0.0,NO,43,0
30534,K > 24 month,100.0,1.0,600.0,200.0,2.0,0.0,1.0,NO,27,0
30535,K > 24 month,19000.0,17.0,19700.0,6567.0,21.0,13.0,1280.0,NO,62,0
30536,K > 24 month,3500.0,6.0,3498.0,1166.0,8.0,1456.0,280.0,NO,58,0
30537,K > 24 month,4800.0,12.0,5319.0,1773.0,19.0,6868.0,0.0,NO,49,0
30538,K > 24 month,3000.0,6.0,2999.0,1000.0,7.0,1594.0,57.0,NO,40,0
30539,K > 24 month,3800.0,8.0,3638.0,1213.0,12.0,1309.0,230.0,NO,59,0
30540,K > 24 month,7800.0,18.0,7825.0,2608.0,23.0,4765.0,20.0,NO,62,0
30541,K > 24 month,13050.0,49.0,13191.0,4397.0,54.0,5779.0,24.0,NO,59,0
30542,K > 24 month,20600.0,37.0,21400.0,7133.0,43.0,13089.0,157.0,NO,62,0
30543,K > 24 month,5000.0,4.0,5000.0,1667.0,4.0,689.0,450.0,NO,42,0
30544,K > 24 month,25700.0,52.0,27728.0,9243.0,59.0,21385.0,2672.0,NO,62,0
30545,K > 24 month,6850.0,29.0,7051.0,2350.0,33.0,2906.0,426.0,NO,58,0
30546,K > 24 month,6200.0,15.0,5733.0,1911.0,21.0,0.0,10.0,NO,39,0
30547,K > 24 month,2500.0,3.0,2499.0,833.0,5.0,1.0,16.0,NO,22,0
30548,K > 24 month,3500.0,13.0,3450.0,1150.0,13.0,2379.0,0.0,NO,48,0
30549,K > 24 month,900.0,7.0,900.0,300.0,7.0,29.0,60.0,NO,44,0
30550,K > 24 month,1000.0,4.0,1003.0,334.0,5.0,0.0,0.0,NO,53,0
30551,J 21-24 month,200.0,1.0,199.0,66.0,3.0,0.0,1.0,NO,10,0
30552,K > 24 month,700.0,1.0,701.0,234.0,3.0,0.0,3.0,NO,23,0
30553,K > 24 month,13900.0,25.0,13706.0,4569.0,30.0,16841.0,124.0,NO,54,0
30554,K > 24 month,16300.0,6.0,20013.0,6671.0,8.0,32617.0,1241.0,NO,62,0
30555,K > 24 month,12750.0,33.0,12894.0,4298.0,41.0,5241.0,3620.0,NO,57,0
30556,K > 24 month,10350.0,18.0,10603.0,3534.0,22.0,134.0,31.0,NO,58,0
30557,I 18-21 month,5500.0,30.0,5699.0,1900.0,39.0,383.0,82.0,NO,58,0
30558,K > 24 month,14000.0,25.0,14001.0,4667.0,32.0,26275.0,39.0,NO,58,0
30559,K > 24 month,5300.0,10.0,5301.0,1767.0,17.0,6591.0,0.0,NO,62,0
30560,K > 24 month,4000.0,2.0,3997.0,1332.0,2.0,309.0,8.0,NO,16,0
30561,I 18-21 month,6100.0,11.0,6099.0,2033.0,13.0,1.0,38.0,NO,38,0
30562,K > 24 month,3600.0,9.0,3600.0,1200.0,9.0,119.0,214.0,NO,51,0
30563,K > 24 month,1250.0,3.0,1750.0,583.0,5.0,3.0,52.0,NO,57,0
30564,K > 24 month,1500.0,2.0,2508.0,836.0,6.0,0.0,12.0,NO,9,0
30565,K > 24 month,3750.0,10.0,3636.0,1212.0,22.0,683.0,43.0,NO,59,0
30566,K > 24 month,3100.0,5.0,3085.0,1028.0,6.0,4197.0,46.0,NO,53,0
